CHROM	POS
I	3076328
I	3076393
I	3085137
I	3090503
I	3090528
I	3090633
I	3091629
I	3092774
I	3095948
I	3103177
I	3103181
I	3105364
I	3105435
I	3106075
I	3107586
I	3127676
I	3130132
I	3145818
I	3151939
I	3151940
I	3152544
I	3153132
I	3159789
I	3171131
I	3176072
I	3176075
I	3179640
I	3179740
I	3183880
I	3183957
I	3186088
I	3193113
I	3198472
I	3211443
I	3224882
I	3234890
I	3235023
I	3245576
I	3260956
I	3260999
I	3261164
I	3262102
I	3269778
I	3278395
I	3298163
I	3304732
I	3309622
I	3309648
I	3331253
I	3331359
I	3343799
I	3343800
I	3352375
I	3352456
I	3362389
I	3367603
I	3380640
I	3382207
I	3382244
I	3387259
I	3388916
I	3402503
I	3402614
I	3402617
I	3409389
I	3409500
I	3414224
I	3414274
I	3423263
I	3423284
I	3423320
I	3437594
I	3437648
I	3439420
I	3447265
I	3449249
I	3476079
I	3489631
I	3516091
I	3528546
I	3533229
I	3539820
I	3539922
I	3544394
I	3544444
I	3558265
I	3570080
I	3573374
I	3573467
I	3588427
I	3593562
I	3611403
I	3611925
I	3662815
I	3669056
I	3680420
I	3699230
I	3740871
I	3777789
I	3785958
I	3804431
I	3811504
I	3823801
I	3833083
I	3839729
I	3846737
I	3881180
I	3882218
I	3938692
I	3943675
I	3947010
I	3992869
I	4006200
I	4022759
I	4031581
I	4052752
I	4057850
I	4067568
I	4083513
I	4097644
I	4105231
I	4114205
I	4126927
I	4126985
I	4153850
I	4198654
I	4205845
I	4210724
I	4221145
I	4229012
I	4229117
I	4233652
I	4264149
I	4294756
I	4326018
I	4331149
I	4340233
I	4382831
I	4405610
I	4422482
I	4436185
I	4436195
I	4448978
I	4453644
I	4461031
I	4510020
I	4515447
I	4520185
I	4521704
I	4588010
I	4654371
I	4661732
I	4668160
I	4668224
I	4722281
I	4751107
I	4784830
I	4795003
I	4795617
I	4919436
I	4975890
I	4980325
I	4998308
I	4998424
I	5117748
I	5147903
I	5445206
I	5493951
I	5523714
I	5546223
I	5552026
I	5633510
I	5654544
I	5661066
I	5700072
I	5737043
I	5745707
I	5772986
I	5773526
I	5813560
I	5820321
I	5839994
I	5844091
I	5868151
I	5902253
I	5925124
I	5929416
I	5945685
I	5957698
I	6013231
I	6014371
I	6015543
I	6031305
I	6036507
I	6044627
I	6062460
I	6063312
I	6099983
I	6259251
I	6402043
I	6483095
I	6502020
I	6552555
I	6662363
I	6703472
I	6807229
I	6832450
I	6931055
I	6991345
I	7017902
I	7160753
I	7329877
I	7502465
I	7505114
I	7507563
I	7510359
I	7564900
I	7569425
I	7571743
I	7585987
I	7628152
I	7643106
I	7643146
I	7659831
I	7662485
I	7662908
I	7662913
I	7664474
I	7673017
I	7673043
I	7682211
I	7693722
I	7710776
I	7710785
I	7731486
I	7737444
I	7737979
I	7753420
I	7756128
I	7762593
I	7770786
I	7779781
I	7813693
I	7829568
I	7849028
I	7871331
I	7872746
I	7886017
I	7887888
I	7892986
I	7908189
I	7941677
I	7945393
I	7968396
I	7982951
I	7995330
I	8013253
I	8014706
I	8014819
I	8022083
I	8026505
I	8144275
I	8157306
I	8159032
I	8171205
I	8171275
I	8171278
I	8174844
I	8211890
I	8211938
I	8229103
I	8229106
I	8318257
I	8345845
I	8527695
I	8589253
I	8591355
I	8594508
I	8603990
I	8605263
I	8609396
I	8613707
I	8614093
I	8635520
I	8692055
I	8696474
I	8752741
I	8794167
I	8797524
I	8798885
I	8810798
I	8812285
I	8818794
I	8829484
I	8851743
I	8859349
I	8878036
I	8899459
I	8911376
I	8917359
I	8930689
I	8964309
I	9044192
I	9071448
I	9075330
I	9075331
I	9075333
I	9081154
I	9120489
I	9158623
I	9161423
I	9189441
I	9190194
I	9196795
I	9198435
I	9205762
I	9206125
I	9206140
I	9206141
I	9210726
I	9213512
I	9237530
I	9246554
I	9259474
I	9259514
I	9276525
I	9276611
I	9284106
I	9286107
I	9286160
I	9286161
I	9286162
I	9286163
I	9294681
I	9334413
I	9337795
I	9423040
I	9490336
I	9509425
I	9514460
I	9550158
I	9585740
I	9594242
I	9594275
I	9594293
I	9601157
I	9609309
I	9615110
I	9619999
I	9626482
I	9634381
I	9643589
I	9643599
I	9647856
I	9653629
I	9675705
I	9692051
I	9700298
I	9709292
I	9730457
I	9747829
I	9747830
I	9778028
I	9779013
I	9788576
I	9809901
I	9848769
I	9863059
I	9864585
I	9864731
I	9868656
I	9890569
I	9890638
I	9895921
I	9895952
I	9895953
I	9928270
I	9976369
I	10098458
I	10098521
I	10099021
I	10255126
I	10290463
I	10345834
I	10371675
I	10395816
I	10432455
I	10466062
I	10478153
I	10627413
I	10645001
I	10658017
I	10662783
I	10691718
I	10710294
I	10713159
I	10732597
I	10732644
I	10735418
I	10756595
I	10774790
I	10796591
I	10811045
I	10841153
I	10873684
I	10873878
I	10915928
I	10915959
I	10942952
I	10978834
I	10978853
I	10990433
I	10992855
I	11013253
I	11038026
I	11085066
I	11089566
I	11089643
I	11123040
I	11151460
I	11164689
I	11164729
I	11196174
I	11199739
I	11205666
I	11205744
I	11213426
I	11217339
I	11275155
I	11275219
I	11275818
I	11276148
I	11276352
I	11284806
I	11285135
I	11288540
I	11290534
I	11290586
I	11290664
I	11292016
I	11292017
I	11292182
I	11292264
I	11295330
I	11295351
I	11295419
I	11307497
I	11326022
I	11326028
I	11357339
I	11357340
I	11357341
I	11357342
I	11376113
I	11381510
I	11381871
I	11381912
I	11382521
I	11387874
I	11387918
I	11388354
I	11391547
I	11397804
I	11397806
I	11397836
I	11399854
I	11421491
I	11460949
I	11460965
I	11496259
I	11496270
I	11497244
I	11497262
I	11499789
I	11508753
I	11519862
I	11541672
I	11545451
I	11570816
I	11581147
I	11602065
I	11602793
I	11603169
I	11603577
I	11603594
I	11604490
I	11604676
I	11608091
I	11609203
I	11612794
I	11635717
I	11635718
I	11635807
I	11635823
I	11640516
I	11640569
I	11640578
I	11650919
I	11650986
I	11663767
I	11663874
I	11682597
I	11685093
I	11698017
I	11707173
I	11711901
I	11711930
I	11711932
I	11714458
I	11715157
I	11720701
I	11722971
I	11723013
I	11723364
I	11748126
I	11802224
I	11805807
I	11805808
I	11805809
I	11805810
I	11805811
I	11810415
I	11810776
I	11819264
I	11819400
I	11834762
I	11854285
I	11871922
I	11875958
I	11879015
I	11888045
I	11889834
I	11891839
I	11892003
I	11906759
I	11906890
I	11907233
I	11913233
I	11913253
I	11913475
I	11920231
I	11929542
I	11929600
I	11960391
I	11960432
I	11964493
I	11965473
I	11968228
I	11985577
I	11998239
I	11998262
I	12007074
I	12007323
I	12014732
I	12017035
I	12017036
I	12034881
I	12057791
I	12057853
I	12063748
I	12070856
I	12091843
I	12094859
I	12094905
I	12103107
I	12103217
I	12103219
I	12107803
I	12107856
I	12107901
I	12115901
I	12115906
I	12115912
I	12115979
I	12119573
I	12119588
I	12119623
I	12121734
I	12121826
I	12121848
I	12145784
I	12153270
I	12153375
I	12162874
I	12162876
I	12162963
I	12162991
I	12171696
I	12178147
I	12196788
I	12204450
I	12204451
I	12204511
I	12216599
I	12228103
I	12228108
I	12248011
I	12250997
I	12250998
I	12251095
I	12251127
I	12274461
I	12283285
I	12283322
I	12290194
I	12291571
I	12296848
I	12317009
I	12317015
I	12320520
I	12326061
I	12327775
I	12327801
I	12334240
I	12341562
I	12342863
I	12355338
I	12364942
I	12364960
I	12366084
I	12366091
I	12366965
I	12375125
I	12382944
I	12385679
I	12390799
I	12399971
I	12405333
I	12412840
I	12414065
I	12417463
I	12417502
I	12417511
I	12417517
I	12417519
I	12420736
I	12420771
I	12422338
I	12423687
I	12435705
I	12483493
I	12488544
I	12496007
I	12499626
I	12501102
I	12505465
I	12505482
I	12521656
I	12521658
I	12532296
I	12532309
I	12538927
I	12543403
I	12547629
I	12550279
I	12550383
I	12554469
I	12558560
I	12559741
I	12559864
I	12560504
I	12563940
I	12563952
I	12566612
I	12584093
I	12609728
I	12609821
I	12611835
I	12642841
I	12642873
I	12646819
I	12646851
I	12646871
I	12649209
I	12652744
I	12655407
I	12655417
I	12655508
I	12696711
I	12710211
I	12747488
I	12759441
I	12759442
I	12759443
I	12759530
I	12759548
I	12759555
I	12759568
I	12774964
I	12775004
I	12784049
I	12804835
I	12804871
I	12810385
I	12812271
I	12816294
I	12816309
I	12816349
I	12816384
I	12821272
I	12836863
I	12838662
I	12846040
I	12846075
I	12854209
I	12854278
I	12866053
I	12866167
I	12867666
I	12882760
I	12896809
I	12896810
I	12915561
I	12915593
I	12915594
I	12946226
I	12953888
I	12957325
I	12959030
I	12967075
I	12973614
I	12973755
I	12980522
I	12980533
I	12983864
I	12983908
I	13042892
I	13054076
I	13054088
I	13054097
I	13054103
I	13054106
I	13055999
I	13056119
I	13056283
I	13056355
I	13056376
I	13056382
I	13057179
I	13057180
I	13057182
I	13057201
I	13057243
I	13057300
I	13065911
I	13065912
I	13065914
I	13065945
I	13069574
I	13069585
I	13069636
I	13069639
I	13103621
I	13108567
I	13108575
I	13112500
I	13156856
I	13156863
I	13156883
I	13156892
I	13157528
I	13157579
I	13159913
I	13159934
I	13159952
I	13159997
I	13160003
I	13160031
I	13160035
I	13170842
I	13192124
I	13198787
I	13198816
I	13200979
I	13204746
I	13204788
I	13204861
I	13208230
I	13208235
I	13208307
I	13212041
I	13213583
I	13214872
I	13216040
I	13216744
I	13216778
I	13216868
I	13216900
I	13216999
I	13217026
I	13217145
I	13217636
I	13217638
I	13248567
I	13250986
I	13253758
I	13253802
I	13254075
I	13254200
I	13256150
I	13259451
I	13262709
I	13262738
I	13264460
I	13275377
I	13283373
I	13284417
I	13284511
I	13284540
I	13284543
I	13297388
I	13299542
I	13299647
I	13300155
I	13305330
I	13305386
I	13305435
I	13317971
I	13319078
I	13319164
I	13323735
I	13323778
I	13329287
I	13329495
I	13329535
I	13335446
I	13335511
I	13335559
I	13335592
I	13335596
I	13339698
I	13340233
I	13340243
I	13340244
I	13340381
I	13347314
I	13347618
I	13347619
I	13347620
I	13347697
I	13347759
I	13351862
I	13351909
I	13354255
I	13357625
I	13359398
I	13378527
I	13378547
I	13378567
I	13378579
I	13378599
I	13378662
I	13386308
I	13387395
I	13387471
I	13389894
I	13392898
I	13393819
I	13436705
I	13444264
I	13444380
I	13450613
I	13450617
I	13450618
I	13450643
I	13450762
I	13521032
I	13544389
I	13544425
I	13560981
I	13575055
I	13580113
I	13580115
I	13585557
I	13585960
I	13590162
I	13605529
I	13615894
I	13625489
I	13658742
I	13727238
I	13727273
I	13734991
I	13739472
I	13739705
I	13739789
I	13743586
I	13743858
I	13755230
I	13755301
I	13756328
I	13770161
I	13771953
I	13777559
I	13777832
I	13777841
I	13779907
I	13781789
I	13785289
I	13788296
I	13788913
I	13791835
I	13806791
I	13818232
I	13818235
I	13819353
I	13819360
I	13819409
I	13819432
I	13819884
I	13820931
I	13821056
I	13821353
I	13827159
I	13827309
I	13827601
I	13835526
I	13841693
I	13845565
I	13852708
I	13853682
I	13855369
I	13857158
I	13857264
I	13864632
I	13872492
I	13872493
I	13872494
I	13876750
I	13877068
I	13880497
I	13882674
I	13882720
I	13885742
I	13900325
I	13915534
I	13915577
I	13921761
I	13921900
I	13921928
I	13924864
I	13955430
I	13965442
I	13967951
I	13991191
I	13992825
I	14028520
I	14036214
I	14036240
I	14062677
I	14100154
I	14100500
I	14101140
I	14109467
I	14109495
I	14119910
I	14126500
I	14141757
I	14155667
I	14155682
I	14155685
I	14155692
I	14165176
I	14169212
I	14170950
I	14172530
I	14172539
I	14174120
I	14175251
I	14175260
I	14181514
I	14181553
I	14189758
I	14194293
I	14220073
I	14220193
I	14232247
I	14232270
I	14232907
I	14243950
I	14244106
I	14251047
I	14270550
I	14273859
I	14273882
I	14273932
I	14281835
I	14283625
I	14287824
I	14287987
I	14312409
I	14317701
I	14317702
I	14346164
I	14346212
I	14346225
I	14346435
I	14377622
I	14391534
I	14391549
I	14410311
I	14412315
I	14420195
I	14423158
I	14436170
I	14436176
I	14460134
I	14476476
I	14477490
I	14486870
I	14487002
I	14518293
I	14525149
I	14531242
I	14533377
I	14543856
I	14543864
I	14547232
I	14547242
I	14562613
I	14570806
I	14573902
I	14584674
I	14591125
I	14591133
I	14602726
I	14602865
I	14608046
I	14613694
I	14614816
I	14656633
I	14656634
I	14665848
I	14697102
I	14698057
I	14700431
I	14706544
I	14711198
I	14735200
I	14735255
I	14738159
I	14738538
I	14738652
I	14743531
I	14747364
I	14749123
I	14770597
I	14770619
I	14771453
I	14772460
I	14777430
I	14779367
I	14792380
I	14810107
I	14817105
I	14817149
I	14822535
I	14834540
I	14862856
I	14877988
I	14881023
I	14894950
I	14897882
I	14898594
I	14898835
I	14933429
I	14933464
I	14953310
I	14953311
I	14956101
I	14956129
I	14956249
I	14962650
I	14993272
I	14998635
I	15005679
I	15012800
I	15017470
I	15021400
I	15022362
I	15035476
I	15035497
I	15051151
II	25506
II	31188
II	31275
II	46305
II	73411
II	110545
II	116083
II	127619
II	127623
II	144069
II	144075
II	146623
II	152895
II	160246
II	160596
II	160662
II	180883
II	188656
II	200058
II	212510
II	220591
II	243169
II	252435
II	264529
II	275226
II	288202
II	304514
II	305157
II	312044
II	313434
II	325045
II	361768
II	370399
II	373941
II	374499
II	381757
II	381842
II	401570
II	401586
II	418905
II	427823
II	431300
II	438844
II	446762
II	457490
II	458119
II	458202
II	459758
II	461240
II	463228
II	481136
II	483333
II	486478
II	486482
II	493226
II	496659
II	502890
II	502929
II	506853
II	506964
II	513716
II	516062
II	518586
II	518698
II	536241
II	540984
II	541075
II	541086
II	544432
II	545773
II	549869
II	550198
II	550307
II	552313
II	552407
II	567670
II	568475
II	575620
II	585629
II	601076
II	609078
II	617230
II	619900
II	625847
II	625848
II	627930
II	627946
II	634691
II	636996
II	674015
II	674026
II	683549
II	683562
II	684785
II	703788
II	706388
II	706429
II	712986
II	715720
II	715828
II	724810
II	727048
II	732255
II	733831
II	733878
II	738001
II	738033
II	747259
II	747347
II	747404
II	750590
II	757272
II	761024
II	763454
II	773187
II	773294
II	789539
II	789722
II	806588
II	806811
II	810292
II	826425
II	826491
II	826620
II	826683
II	829635
II	833343
II	833405
II	833510
II	834756
II	835015
II	835101
II	843355
II	843360
II	843390
II	843539
II	844392
II	858061
II	859846
II	861574
II	876414
II	876432
II	876450
II	876471
II	877605
II	877659
II	877701
II	877713
II	883685
II	883717
II	883755
II	883803
II	883806
II	883809
II	890978
II	891023
II	891024
II	891025
II	899537
II	899564
II	899588
II	920312
II	920332
II	921522
II	921526
II	921532
II	924541
II	924568
II	926387
II	927888
II	931360
II	931361
II	931362
II	931369
II	931383
II	951245
II	951272
II	951623
II	951659
II	951931
II	951995
II	959493
II	959523
II	966669
II	976199
II	982810
II	991480
II	991527
II	992652
II	992790
II	1044915
II	1044958
II	1047983
II	1047994
II	1047996
II	1048025
II	1048088
II	1048139
II	1048140
II	1064916
II	1064923
II	1069730
II	1083823
II	1101893
II	1102130
II	1102144
II	1104307
II	1104449
II	1106064
II	1106191
II	1131934
II	1132145
II	1137466
II	1149397
II	1159002
II	1163003
II	1163249
II	1163319
II	1175681
II	1186756
II	1192248
II	1192358
II	1192395
II	1193177
II	1193889
II	1196771
II	1196778
II	1196807
II	1197140
II	1201752
II	1201873
II	1202083
II	1202096
II	1202105
II	1202261
II	1216938
II	1220366
II	1220626
II	1220666
II	1220684
II	1230828
II	1230921
II	1230936
II	1235550
II	1239591
II	1239617
II	1247353
II	1247478
II	1247483
II	1262311
II	1262328
II	1262333
II	1262352
II	1262361
II	1282037
II	1282054
II	1282055
II	1282062
II	1282691
II	1303109
II	1304898
II	1304929
II	1304932
II	1304986
II	1307839
II	1307854
II	1307875
II	1307911
II	1307920
II	1307956
II	1307995
II	1308013
II	1318783
II	1324801
II	1324931
II	1331547
II	1333163
II	1335159
II	1336632
II	1342309
II	1342473
II	1342822
II	1342877
II	1343056
II	1344188
II	1347069
II	1347173
II	1351081
II	1351085
II	1358348
II	1376277
II	1376285
II	1376286
II	1376295
II	1380782
II	1380797
II	1382747
II	1384287
II	1384605
II	1384608
II	1384612
II	1384622
II	1391868
II	1405929
II	1416052
II	1420014
II	1420067
II	1422361
II	1422392
II	1422460
II	1422483
II	1442552
II	1442591
II	1442633
II	1442653
II	1442662
II	1446764
II	1446765
II	1464005
II	1464090
II	1464114
II	1467146
II	1467331
II	1467444
II	1474025
II	1474126
II	1485487
II	1485535
II	1489526
II	1489529
II	1494399
II	1494402
II	1494754
II	1496099
II	1496177
II	1501040
II	1501097
II	1501140
II	1501150
II	1501529
II	1501532
II	1509188
II	1509212
II	1521594
II	1521670
II	1521748
II	1574774
II	1574775
II	1574831
II	1574835
II	1574850
II	1575908
II	1575920
II	1575928
II	1575985
II	1575989
II	1576044
II	1576047
II	1603714
II	1603717
II	1603723
II	1603732
II	1603759
II	1604419
II	1604428
II	1604429
II	1604446
II	1604459
II	1604476
II	1604488
II	1610026
II	1638252
II	1661328
II	1661381
II	1663965
II	1663979
II	1664231
II	1664237
II	1671398
II	1672089
II	1676226
II	1678691
II	1678702
II	1678703
II	1678737
II	1678739
II	1678763
II	1682321
II	1682396
II	1683350
II	1683362
II	1683370
II	1685006
II	1685028
II	1685120
II	1688231
II	1688263
II	1688381
II	1713132
II	1713160
II	1713181
II	1713190
II	1717088
II	1717115
II	1717176
II	1717195
II	1717199
II	1718478
II	1719803
II	1720357
II	1720366
II	1722803
II	1722812
II	1726905
II	1726906
II	1727003
II	1738634
II	1741078
II	1741154
II	1743454
II	1746595
II	1758276
II	1758292
II	1758293
II	1758304
II	1758324
II	1758382
II	1758384
II	1758387
II	1758395
II	1758403
II	1758410
II	1758426
II	1937749
II	1937790
II	1937803
II	1943838
II	1954949
II	1954959
II	1954968
II	1954979
II	1955020
II	1955056
II	1955100
II	1955188
II	1955239
II	1955263
II	1955272
II	1955573
II	1955574
II	1955582
II	1994404
II	1994418
II	1996944
II	1996964
II	1996982
II	1996985
II	1996989
II	2028058
II	2041538
II	2041548
II	2041629
II	2044477
II	2044585
II	2053724
II	2053731
II	2053734
II	2053739
II	2053740
II	2138414
II	2138447
II	2138453
II	2138468
II	2138488
II	2142749
II	2142777
II	2142778
II	2142810
II	2142837
II	2154244
II	2154331
II	2154332
II	2165463
II	2165509
II	2165569
II	2179143
II	2184294
II	2184350
II	2184399
II	2188009
II	2188640
II	2189035
II	2193657
II	2193668
II	2196697
II	2198502
II	2199905
II	2199924
II	2199949
II	2200475
II	2200509
II	2200532
II	2200579
II	2204256
II	2204316
II	2204559
II	2205648
II	2205795
II	2207146
II	2207147
II	2208849
II	2209060
II	2209061
II	2209081
II	2212107
II	2212138
II	2215345
II	2221755
II	2221816
II	2246942
II	2246963
II	2251703
II	2251704
II	2251707
II	2251710
II	2357901
II	2357943
II	2357961
II	2357970
II	2407286
II	2407294
II	2407538
II	2407550
II	2407565
II	2407585
II	2407673
II	2414238
II	2414242
II	2417645
II	2417690
II	2417708
II	2417718
II	2417760
II	2417766
II	2417810
II	2417829
II	2420596
II	2420623
II	2420628
II	2429510
II	2429531
II	2429648
II	2429653
II	2429665
II	2429666
II	2440564
II	2440565
II	2441254
II	2452116
II	2452161
II	2457987
II	2457988
II	2458001
II	2458119
II	2460384
II	2460473
II	2460825
II	2460834
II	2460836
II	2461770
II	2461774
II	2461867
II	2462371
II	2462393
II	2465871
II	2465872
II	2470781
II	2474382
II	2476786
II	2492058
II	2492063
II	2492099
II	2499114
II	2511726
II	2512197
II	2512198
II	2512200
II	2512345
II	2512944
II	2513069
II	2513105
II	2516756
II	2517697
II	2520090
II	2521299
II	2523395
II	2523402
II	2525217
II	2525276
II	2528910
II	2528920
II	2528954
II	2528969
II	2528978
II	2529002
II	2529037
II	2537276
II	2537294
II	2537295
II	2537296
II	2537321
II	2544898
II	2546298
II	2547862
II	2558970
II	2558976
II	2561249
II	2561319
II	2561408
II	2573623
II	2573624
II	2573625
II	2573694
II	2573724
II	2573730
II	2575918
II	2575944
II	2575950
II	2575963
II	2579986
II	2582872
II	2583012
II	2586408
II	2586456
II	2587044
II	2587142
II	2618018
II	2618061
II	2618845
II	2618901
II	2626081
II	2626125
II	2626133
II	2626145
II	2628164
II	2628219
II	2633450
II	2634605
II	2634729
II	2642791
II	2642823
II	2646210
II	2652580
II	2652582
II	2652700
II	2652728
II	2655091
II	2655096
II	2655097
II	2655098
II	2660274
II	2660295
II	2660307
II	2674642
II	2680274
II	2680293
II	2680296
II	2683840
II	2683872
II	2684001
II	2684002
II	2685902
II	2686068
II	2695969
II	2696025
II	2698596
II	2707603
II	2707668
II	2724808
II	2739527
II	2739665
II	2740266
II	2740678
II	2740715
II	2740786
II	2740844
II	2756983
II	2762332
II	2765643
II	2765649
II	2777273
II	2781194
II	2781319
II	2793133
II	2793160
II	2805495
II	2805589
II	2805616
II	2815438
II	2815551
II	2818584
II	2821582
II	2823570
II	2823571
II	2823673
II	2823709
II	2831108
II	2831109
II	2831119
II	2831121
II	2845344
II	2845515
II	2850988
II	2866102
II	2866120
II	2866131
II	2880937
II	2908293
II	2914883
II	2921855
II	2922276
II	2922306
II	2922307
II	2938945
II	2948198
II	2953688
II	2953780
II	2956620
II	2977336
II	2985988
II	3002356
II	3003938
II	3033689
II	3039326
II	3039677
II	3039684
II	3039693
II	3041283
II	3045977
II	3046006
II	3062000
II	3062051
II	3062086
II	3069813
II	3075680
II	3076980
II	3076989
II	3077033
II	3077036
II	3085481
II	3085624
II	3088911
II	3088929
II	3104396
II	3104447
II	3104450
II	3104456
II	3104468
II	3115855
II	3123897
II	3128023
II	3131343
II	3131405
II	3131435
II	3135197
II	3135202
II	3136036
II	3136037
II	3136140
II	3136203
II	3137073
II	3137155
II	3137177
II	3144067
II	3144068
II	3144069
II	3144070
II	3144071
II	3144247
II	3144410
II	3145997
II	3146056
II	3146071
II	3146074
II	3146708
II	3194443
II	3194487
II	3257005
II	3260001
II	3260028
II	3260045
II	3264335
II	3264419
II	3268077
II	3268206
II	3272755
II	3272782
II	3284805
II	3303301
II	3363713
